Unique ID,Category,Start Location,End Location,Reporting Location,Train Operating Company
44193,On Train ,Hyde Park Corner,Baker Street,Baker Street,Bakerloo
98214,On Train ,King's Cross St. Pancras,Baker Street,Baker Street,Metropolitan
120688,On Train ,King's Cross St. Pancras,Baker Street,Baker Street,Metropolitan
131494,On Train ,King's Cross St. Pancras,Baker Street,Baker Street,Circle and Hammersmith & City
177742,On Train ,King's Cross St. Pancras,Baker Street,Baker Street,Metropolitan
67226,On Train ,Ladbroke Grove,Baker Street,Baker Street,Circle and Hammersmith & City
119457,On Train ,Lambeth North,Baker Street,Baker Street,Metropolitan
138650,On Train ,Latimer Road,Baker Street,Baker Street,Hammersmith & City
9655,On Train ,Liverpool Street,Baker Street,Baker Street,Metropolitan
40037,On Train ,Liverpool Street,Baker Street,Baker Street,Circle and Hammersmith & City
120687,On Train ,Liverpool Street,Baker Street,Baker Street,Metropolitan
150381,On Train ,Liverpool Street,Baker Street,Baker Street,Metropolitan
163061,On Train ,Liverpool Street,Baker Street,Baker Street,Metropolitan
176412,On Train ,Liverpool Street,Baker Street,Baker Street,Metropolitan
62139,On Train ,London Bridge,Baker Street,Baker Street,Circle and Hammersmith & City
77268,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
82300,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
98213,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
119454,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
119458,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
125382,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
132730,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
143976,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
182879,On Train ,London Bridge,Baker Street,Baker Street,Jubilee
92582,On Train ,Mansion House,Baker Street,Baker Street,Circle and Hammersmith & City
66439,On Train ,Marylebone,Baker Street,Baker Street,Bakerloo
164159,On Train ,Marylebone,Baker Street,Baker Street,Bakerloo
120686,On Train ,Neasden,Baker Street,Baker Street,Jubilee
119455,On Train ,North Greenwich,Baker Street,Baker Street,Jubilee
143975,On Train ,North Greenwich,Baker Street,Baker Street,Jubilee
169859,On Train ,North Greenwich,Baker Street,Baker Street,Jubilee
182880,On Train ,North Harrow,Baker Street,Baker Street,Metropolitan
143974,On Train ,Northwick Park,Baker Street,Baker Street,Metropolitan
163059,On Train ,Northwick Park,Baker Street,Baker Street,Metropolitan
184125,On Train ,Northwick Park,Baker Street,Baker Street,Metropolitan
184126,On Train ,Northwick Park,Baker Street,Baker Street,Metropolitan
137537,On Train ,Old Street,Baker Street,Baker Street,Metropolitan
66438,On Train ,Oxford Circus,Baker Street,Baker Street,Bakerloo
93477,On Train ,Oxford Circus,Baker Street,Baker Street,Bakerloo
163058,On Train ,Oxford Circus,Baker Street,Baker Street,Bakerloo
177741,On Train ,Oxford Circus,Baker Street,Baker Street,Bakerloo
48470,On Train ,Paddington,Baker Street,Baker Street,Bakerloo
71716,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
88087,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
92581,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
108440,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
108441,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
138649,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
143977,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
169858,On Train ,Piccadilly Circus,Baker Street,Baker Street,Bakerloo
57551,On Train ,Pinner,Baker Street,Baker Street,Metropolitan
40035,On Train ,Seven Sisters,Baker Street,Baker Street,Metropolitan
125381,On Train ,Southwark,Baker Street,Baker Street,Jubilee
131491,On Train ,Southwark,Baker Street,Baker Street,Jubilee
23841,On Train ,St. John's Wood,Baker Street,Baker Street,Jubilee
131490,On Train ,St. John's Wood,Baker Street,Baker Street,Jubilee
98216,On Train ,Stanmore,Baker Street,Baker Street,Jubilee
163057,On Train ,Stanmore,Baker Street,Baker Street,Jubilee
176413,Station,Stratford,Baker Street,Baker Street,Jubilee
132729,On Train ,Swiss Cottage,Baker Street,Baker Street,Jubilee
56728,On Train ,Uxbridge,Baker Street,Baker Street,Metropolitan
82301,On Train ,Uxbridge,Baker Street,Baker Street,Metropolitan
83280,On Train ,Uxbridge,Baker Street,Baker Street,Metropolitan
171248,On Train ,Uxbridge,Baker Street,Baker Street,Metropolitan
108442,On Train ,Victoria,Baker Street,Baker Street,Circle and Hammersmith & City
40036,On Train ,Waterloo,Baker Street,Baker Street,Jubilee
131492,On Train ,Waterloo,Baker Street,Baker Street,Jubilee
156587,On Train ,Watford,Baker Street,Baker Street,Metropolitan
9914,On Train ,Wembley Park,Baker Street,Baker Street,Jubilee
39793,On Train ,Wembley Park,Baker Street,Baker Street,Metropolitan
48469,On Train ,Wembley Park,Baker Street,Baker Street,Metropolitan
72469,On Train ,Wembley Park,Baker Street,Baker Street,Metropolitan
72470,On Train ,Wembley Park,Baker Street,Baker Street,Metropolitan
98212,On Train ,Wembley Park,Baker Street,Baker Street,Metropolitan
138648,On Train ,Wembley Park,Baker Street,Baker Street,Metropolitan
131493,On Train ,Westbourne Park,Baker Street,Baker Street,Circle and Hammersmith & City
151435,On Train ,Westbourne Park,Baker Street,Baker Street,Hammersmith & City
151436,On Train ,Westbourne Park,Baker Street,Baker Street,Hammersmith & City
87381,On Train ,Westminster,Baker Street,Baker Street,Jubilee
150380,On Train ,Westminster,Baker Street,Baker Street,Jubilee
157556,Station,Westminster,Baker Street,Baker Street,Metropolitan
171249,On Train ,White City,Baker Street,Baker Street,Central
27672,On Train ,Willesden Green,Baker Street,Baker Street,Bakerloo
82299,On Train ,Wood Green,Baker Street,Baker Street,Metropolitan
171250,On Train ,,Baker Street,Baker Street,Circle and Hammersmith & City
36108,On Train ,,Baker Street,Baker Street,Bakerloo
56729,Station,,Baker Street,Baker Street,Metropolitan
104491,Station,,Baker Street,Baker Street,Metropolitan
126481,Station,,Baker Street,Baker Street,Metropolitan
145137,On Train ,,Baker Street,Baker Street,Jubilee
182882,On Train ,,Baker Street,Baker Street,Circle and Hammersmith & City
44195,On Train ,Canary Wharf,,Baker Street,Jubilee
67227,On Train ,Ladbroke Grove,,Baker Street,Circle and Hammersmith & City
20050,On Train ,Oxford Circus,,Baker Street,Bakerloo
93478,Station,Oxford Circus,,Baker Street,Metropolitan
66440,On Train ,Rayners Lane,,Baker Street,Metropolitan
119459,On Train ,St. John's Wood,,Baker Street,Jubilee
162538,Station,Waterloo,,Baker Street,Bakerloo
164160,Station,,,Baker Street,Metropolitan
1951,Station,,,Baker Street,Metropolitan
2080,On Train ,,,Baker Street,Metropolitan
4910,Station,,,Baker Street,Metropolitan
4911,Station,,,Baker Street,Metropolitan
4912,Station,,,Baker Street,Metropolitan
6855,On Train ,,,Baker Street,Jubilee
7173,Station,,,Baker Street,Metropolitan
7174,Station,,,Baker Street,Metropolitan
13104,On Train ,,,Baker Street,Metropolitan
13105,On Train ,,,Baker Street,Metropolitan
13106,Station,,,Baker Street,Metropolitan
16514,On Train ,,,Baker Street,Bakerloo
16018,On Train ,,,Baker Street,Metropolitan
16515,Station,,,Baker Street,Metropolitan
19654,On Train ,,,Baker Street,Bakerloo
20051,On Train ,,,Baker Street,Bakerloo
20052,Station,,,Baker Street,Metropolitan
20053,Station,,,Baker Street,Metropolitan
20054,Station,,,Baker Street,Metropolitan
20055,Station,,,Baker Street,Metropolitan
20056,Station,,,Baker Street,Metropolitan
23842,On Train ,,,Baker Street,Jubilee
23843,Station,,,Baker Street,Metropolitan
23844,Station,,,Baker Street,Metropolitan
23845,Station,,,Baker Street,Metropolitan
27275,On Train ,,,Baker Street,Metropolitan
27673,Station,,,Baker Street,Metropolitan
27674,Station,,,Baker Street,Metropolitan
27675,Station,,,Baker Street,Metropolitan
27676,Station,,,Baker Street,Metropolitan
27677,Station,,,Baker Street,Metropolitan
31259,Station,,,Baker Street,Metropolitan
31740,Station,,,Baker Street,Metropolitan
31741,Station,,,Baker Street,Metropolitan
31742,Station,,,Baker Street,Metropolitan
35509,Station,,,Baker Street,Metropolitan
35510,Station,,,Baker Street,Metropolitan
36109,Station,,,Baker Street,Metropolitan
40038,Station,,,Baker Street,Metropolitan
40039,Station,,,Baker Street,Metropolitan
40665,Station,,,Baker Street,Metropolitan
40666,Station,,,Baker Street,Metropolitan
40667,Station,,,Baker Street,Metropolitan
40668,Station,,,Baker Street,Metropolitan
40669,Station,,,Baker Street,Metropolitan
43962,On Train ,,,Baker Street,Jubilee
44196,Station,,,Baker Street,Metropolitan
44780,On Train ,,,Baker Street,Metropolitan
44781,Station,,,Baker Street,Metropolitan
48471,Station,,,Baker Street,Metropolitan
49085,On Train ,,,Baker Street,Metropolitan
49086,Station,,,Baker Street,Metropolitan
52341,On Train ,,,Baker Street,Metropolitan
52846,On Train ,,,Baker Street,Metropolitan
52847,Station,,,Baker Street,Metropolitan
56730,On Train ,,,Baker Street,Bakerloo
56511,On Train ,,,Baker Street,Jubilee
56731,On Train ,,,Baker Street,Jubilee
56732,Station,,,Baker Street,Metropolitan
57555,On Train ,,,Baker Street,Metropolitan
57556,On Train ,,,Baker Street,Metropolitan
57557,Station,,,Baker Street,Metropolitan
57558,Station,,,Baker Street,Metropolitan
57559,Station,,,Baker Street,Metropolitan
57560,Station,,,Baker Street,Metropolitan
61499,Station,,,Baker Street,Metropolitan
61500,Station,,,Baker Street,Metropolitan
61501,Station,,,Baker Street,Metropolitan
62140,Station,,,Baker Street,Metropolitan
62141,Station,,,Baker Street,Metropolitan
62142,Station,,,Baker Street,Metropolitan
67229,On Train ,,,Baker Street,Bakerloo
66174,On Train ,,,Baker Street,Circle and Hammersmith & City
66441,Station,,,Baker Street,Metropolitan
67228,On Train ,,,Baker Street,Metropolitan
67230,Station,,,Baker Street,Metropolitan
71717,Station,,,Baker Street,Metropolitan
72472,Station,,,Baker Street,Metropolitan
72473,Station,,,Baker Street,Metropolitan
72474,Station,,,Baker Street,Metropolitan
72475,Station,,,Baker Street,Metropolitan
76479,Station,,,Baker Street,Metropolitan
76480,Station,,,Baker Street,Metropolitan
76481,Station,,,Baker Street,Metropolitan
77269,Station,,,Baker Street,Metropolitan
77270,Station,,,Baker Street,Metropolitan
77271,Station,,,Baker Street,Metropolitan
77272,Station,,,Baker Street,Metropolitan
77273,Station,,,Baker Street,Metropolitan
82302,Station,,,Baker Street,Metropolitan
82303,Station,,,Baker Street,Metropolitan
83282,Station,,,Baker Street,Metropolitan
83283,Station,,,Baker Street,Metropolitan
83284,Station,,,Baker Street,Metropolitan
83285,Station,,,Baker Street,Metropolitan
83286,Station,,,Baker Street,Metropolitan
83287,Station,,,Baker Street,Metropolitan
83288,Station,,,Baker Street,Metropolitan
88088,Station,,,Baker Street,Metropolitan
92310,Station,,,Baker Street,Metropolitan
92311,Station,,,Baker Street,Metropolitan
92312,Station,,,Baker Street,Metropolitan
92313,Station,,,Baker Street,Metropolitan
92585,On Train ,,,Baker Street,Metropolitan
92586,Station,,,Baker Street,Metropolitan
92587,Station,,,Baker Street,Metropolitan
92588,Station,,,Baker Street,Metropolitan
93479,On Train ,,,Baker Street,Metropolitan
93480,Station,,,Baker Street,Metropolitan
93481,Station,,,Baker Street,Metropolitan
93482,Station,,,Baker Street,Metropolitan
93483,Station,,,Baker Street,Metropolitan
93484,Station,,,Baker Street,Metropolitan
93485,Station,,,Baker Street,Metropolitan
93486,Station,,,Baker Street,Metropolitan
97941,Station,,,Baker Street,Metropolitan
97942,Station,,,Baker Street,Metropolitan
98217,Station,,,Baker Street,Metropolitan
98218,Station,,,Baker Street,Metropolitan
99289,Station,,,Baker Street,Metropolitan
99290,Station,,,Baker Street,Metropolitan
99291,Station,,,Baker Street,Metropolitan
104492,On Train ,,,Baker Street,Bakerloo
103271,Station,,,Baker Street,Metropolitan
103272,Station,,,Baker Street,Metropolitan
103515,Station,,,Baker Street,Metropolitan
103516,Station,,,Baker Street,Metropolitan
104493,Station,,,Baker Street,Metropolitan
104494,Station,,,Baker Street,Metropolitan
104495,Station,,,Baker Street,Metropolitan
108443,On Train ,,,Baker Street,Bakerloo
108444,Station,,,Baker Street,Metropolitan
109456,Station,,,Baker Street,Metropolitan
109457,Station,,,Baker Street,Metropolitan
109458,Station,,,Baker Street,Metropolitan
109459,Station,,,Baker Street,Metropolitan
109460,Station,,,Baker Street,Metropolitan
114761,On Train ,,,Baker Street,Jubilee
114762,On Train ,,,Baker Street,Jubilee
113675,Station,,,Baker Street,Metropolitan
113676,Station,,,Baker Street,Metropolitan
114763,Station,,,Baker Street,Metropolitan
114764,Station,,,Baker Street,Metropolitan
120691,On Train ,,,Baker Street,Jubilee
119460,Station,,,Baker Street,Metropolitan
119461,Station,,,Baker Street,Metropolitan
119462,Station,,,Baker Street,Metropolitan
120689,On Train ,,,Baker Street,Metropolitan
120690,On Train ,,,Baker Street,Metropolitan
120692,Station,,,Baker Street,Metropolitan
126482,On Train ,,,Baker Street,Bakerloo
126483,On Train ,,,Baker Street,Jubilee
124964,Station,,,Baker Street,Metropolitan
125383,Station,,,Baker Street,Metropolitan
126484,On Train ,,,Baker Street,Metropolitan
126485,Station,,,Baker Street,Metropolitan
126486,Station,,,Baker Street,Metropolitan
132732,Station,,,Baker Street,Metropolitan
132733,Station,,,Baker Street,Metropolitan
132734,Station,,,Baker Street,Metropolitan
132735,Station,,,Baker Street,Metropolitan
132736,Station,,,Baker Street,Metropolitan
138651,On Train ,,,Baker Street,Hammersmith & City
138653,On Train ,,,Baker Street,Jubilee
137539,On Train ,,,Baker Street,Metropolitan
137540,On Train ,,,Baker Street,Metropolitan
137541,Station,,,Baker Street,Metropolitan
137542,Station,,,Baker Street,Metropolitan
137543,Station,,,Baker Street,Metropolitan
137544,Station,,,Baker Street,Metropolitan
138652,On Train ,,,Baker Street,Metropolitan
138654,Station,,,Baker Street,Metropolitan
138655,Station,,,Baker Street,Metropolitan
138656,Station,,,Baker Street,Metropolitan
138657,Station,,,Baker Street,Metropolitan
138658,Station,,,Baker Street,Metropolitan
138659,Station,,,Baker Street,Metropolitan
145138,On Train ,,,Baker Street,Bakerloo
143979,On Train ,,,Baker Street,Jubilee
143978,On Train ,,,Baker Street,Metropolitan
143980,On Train ,,,Baker Street,Metropolitan
143981,Station,,,Baker Street,Metropolitan
143982,Station,,,Baker Street,Metropolitan
143983,Station,,,Baker Street,Metropolitan
145139,Station,,,Baker Street,Metropolitan
145140,Station,,,Baker Street,Metropolitan
145141,Station,,,Baker Street,Metropolitan
149937,Station,,,Baker Street,Metropolitan
149938,Station,,,Baker Street,Metropolitan
150383,On Train ,,,Baker Street,Metropolitan
150384,Station,,,Baker Street,Metropolitan
150385,Station,,,Baker Street,Metropolitan
150386,Station,,,Baker Street,Metropolitan
150387,Station,,,Baker Street,Metropolitan
151437,On Train ,,,Baker Street,Metropolitan
151438,Station,,,Baker Street,Metropolitan
151439,Station,,,Baker Street,Metropolitan
151440,Station,,,Baker Street,Metropolitan
151441,Station,,,Baker Street,Metropolitan
151442,Station,,,Baker Street,Metropolitan
151443,Station,,,Baker Street,Metropolitan
151444,Station,,,Baker Street,Metropolitan
151445,Station,,,Baker Street,Metropolitan
156174,Station,,,Baker Street,Metropolitan
156588,Station,,,Baker Street,Metropolitan
156589,Station,,,Baker Street,Metropolitan
157558,Station,,,Baker Street,Metropolitan
157559,Station,,,Baker Street,Metropolitan
157560,Station,,,Baker Street,Metropolitan
157561,Station,,,Baker Street,Metropolitan
163062,On Train ,,,Baker Street,Metropolitan
163063,Station,,,Baker Street,Metropolitan
163064,Station,,,Baker Street,Metropolitan
164161,On Train ,,,Baker Street,Metropolitan
164162,Station,,,Baker Street,Metropolitan
164163,Station,,,Baker Street,Metropolitan
164164,Station,,,Baker Street,Metropolitan
164165,Station,,,Baker Street,Metropolitan
164166,Station,,,Baker Street,Metropolitan
164167,Station,,,Baker Street,Metropolitan
169861,On Train ,,,Baker Street,Circle and Hammersmith & City
169276,Station,,,Baker Street,Metropolitan
169277,Station,,,Baker Street,Metropolitan
169862,Station,,,Baker Street,Metropolitan
169863,Station,,,Baker Street,Metropolitan
169864,Station,,,Baker Street,Metropolitan
169865,Station,,,Baker Street,Metropolitan
171251,Station,,,Baker Street,Metropolitan
171252,Station,,,Baker Street,Metropolitan
171253,Station,,,Baker Street,Metropolitan
171254,Station,,,Baker Street,Metropolitan
171255,Station,,,Baker Street,Metropolitan
177743,On Train ,,,Baker Street,Jubilee
175935,Station,,,Baker Street,Metropolitan
176414,Station,,,Baker Street,Metropolitan
176415,Station,,,Baker Street,Metropolitan
176416,Station,,,Baker Street,Metropolitan
176417,Station,,,Baker Street,Metropolitan
176418,Station,,,Baker Street,Metropolitan
177744,Station,,,Baker Street,Metropolitan
177745,Station,,,Baker Street,Metropolitan
177746,Station,,,Baker Street,Metropolitan
177747,Station,,,Baker Street,Metropolitan
184127,On Train ,,,Baker Street,Bakerloo
184129,Station,,,Baker Street,Bakerloo
184128,On Train ,,,Baker Street,Jubilee
182261,Station,,,Baker Street,Metropolitan
182262,Station,,,Baker Street,Metropolitan
182883,On Train ,,,Baker Street,Metropolitan
182884,Station,,,Baker Street,Metropolitan
182885,Station,,,Baker Street,Metropolitan
182886,Station,,,Baker Street,Metropolitan
182887,Station,,,Baker Street,Metropolitan
132738,Station,Balham,Balham,Balham,Northern
48472,On Train ,Bank,Balham,Balham,Northern
182889,On Train ,Blackhorse Road,Balham,Balham,Victoria
156590,On Train ,Borough,Balham,Balham,Northern
